redemption_id,customer_id,points_redeemed,redemption_category,redeemed_at,dollar_value
40000475,159,5000,shopping,2025-06-28 19:30:55,35.0
40000476,159,5000,shopping,2025-11-07 19:30:55,35.0
40000477,160,5000,shopping,2025-08-17 19:30:55,35.0
40000478,161,2000,shopping,2025-09-09 19:30:55,14.0
40000479,161,2000,shopping,2025-07-03 19:30:55,14.0
40000480,161,5000,shopping,2026-01-12 19:30:55,35.0
40000481,161,5000,shopping,2025-06-27 19:30:55,35.0
40000482,162,2000,shopping,2026-01-05 19:30:55,14.0
40000483,162,10000,shopping,2026-03-14 19:30:55,70.0
40000484,162,5000,shopping,2026-01-27 19:30:55,35.0
40000485,162,5000,shopping,2025-08-01 19:30:55,35.0
40000486,163,10000,shopping,2025-11-03 19:30:55,70.0
40000487,163,10000,shopping,2025-12-17 19:30:55,70.0
40000488,164,2000,shopping,2025-11-28 19:30:55,14.0
40000489,165,2000,shopping,2025-06-23 19:30:55,14.0
40000490,165,2000,shopping,2025-11-07 19:30:55,14.0
40000491,165,2000,shopping,2025-06-24 19:30:55,14.0
40000492,165,5000,shopping,2026-02-03 19:30:55,35.0
40000493,166,5000,shopping,2025-09-15 19:30:55,35.0
40000494,166,2000,shopping,2025-08-26 19:30:55,14.0
40000495,167,5000,shopping,2026-01-25 19:30:55,35.0
40000496,168,5000,shopping,2025-12-30 19:30:55,35.0
40000497,168,2000,shopping,2025-12-14 19:30:55,14.0
40000498,168,5000,shopping,2025-10-24 19:30:55,35.0
40000499,168,5000,shopping,2025-07-08 19:30:55,35.0
40000500,168,5000,shopping,2025-10-21 19:30:55,35.0
40000501,169,2000,shopping,2026-02-11 19:30:55,14.0
40000502,170,2000,shopping,2025-08-07 19:30:55,14.0
40000503,170,5000,shopping,2025-10-19 19:30:55,35.0
40000504,170,2000,shopping,2026-04-02 19:30:55,14.0
40000505,171,5000,shopping,2026-02-12 19:30:55,35.0
40000506,171,2000,shopping,2025-12-24 19:30:55,14.0
40000507,172,2000,shopping,2026-02-22 19:30:55,14.0
40000508,172,5000,shopping,2026-06-04 19:30:55,35.0
40000509,172,2000,shopping,2025-09-07 19:30:55,14.0
40000510,172,5000,shopping,2026-03-19 19:30:55,35.0
40000511,173,5000,shopping,2026-02-26 19:30:55,35.0
40000512,173,2000,shopping,2025-11-07 19:30:55,14.0
40000513,173,2000,shopping,2026-03-14 19:30:55,14.0
40000514,174,2000,shopping,2026-04-27 19:30:55,14.0
40000515,174,10000,shopping,2025-06-18 19:30:55,70.0
40000516,175,2000,shopping,2026-04-04 19:30:55,14.0
40000517,175,5000,shopping,2025-11-18 19:30:55,35.0
40000518,175,2000,shopping,2025-10-22 19:30:55,14.0
40000519,176,2000,shopping,2025-09-25 19:30:55,14.0
40000520,176,5000,shopping,2025-12-03 19:30:55,35.0
40000521,177,5000,shopping,2026-03-29 19:30:55,35.0
40000522,178,5000,shopping,2025-11-02 19:30:55,35.0
40000523,178,2000,shopping,2025-09-25 19:30:55,14.0
40000524,178,10000,shopping,2025-11-19 19:30:55,70.0
40000525,178,5000,shopping,2025-07-08 19:30:55,35.0
40000526,178,5000,shopping,2026-03-02 19:30:55,35.0
40000527,179,10000,shopping,2025-10-26 19:30:55,70.0
40000528,179,5000,shopping,2025-11-13 19:30:55,35.0
40000529,179,5000,shopping,2025-10-22 19:30:55,35.0
40000530,179,5000,shopping,2026-04-05 19:30:55,35.0
40000531,180,2000,shopping,2025-07-10 19:30:55,14.0
40000532,180,5000,shopping,2026-05-10 19:30:55,35.0
40000533,181,2000,shopping,2026-05-12 19:30:55,14.0
40000534,181,5000,shopping,2025-11-15 19:30:55,35.0
40000535,181,10000,shopping,2025-08-21 19:30:55,70.0
40000536,182,2000,shopping,2025-07-09 19:30:55,14.0
40000537,183,2000,shopping,2025-12-18 19:30:55,14.0
40000538,183,10000,shopping,2025-07-31 19:30:55,70.0
40000539,183,2000,shopping,2025-07-25 19:30:55,14.0
40000540,183,2000,shopping,2025-08-27 19:30:55,14.0
40000541,184,5000,shopping,2025-09-20 19:30:55,35.0
40000542,184,2000,shopping,2025-07-04 19:30:55,14.0
40000543,184,10000,shopping,2025-09-07 19:30:55,70.0
40000544,184,5000,shopping,2025-06-16 19:30:55,35.0
40000545,185,25000,shopping,2025-07-06 19:30:55,175.0
40000546,185,10000,shopping,2026-01-29 19:30:55,70.0
40000547,185,25000,shopping,2025-12-18 19:30:55,175.0
40000548,185,2000,shopping,2026-01-02 19:30:55,14.0
40000549,185,10000,shopping,2025-11-18 19:30:55,70.0
40000550,186,2000,shopping,2025-10-29 19:30:55,14.0
40000551,186,2000,shopping,2025-12-04 19:30:55,14.0
40000552,186,2000,shopping,2026-03-13 19:30:55,14.0
40000553,186,2000,shopping,2026-05-10 19:30:55,14.0
40000554,186,2000,shopping,2025-10-10 19:30:55,14.0
40000555,187,2000,shopping,2025-08-25 19:30:55,14.0
40000556,187,2000,shopping,2025-07-29 19:30:55,14.0
40000557,188,2000,shopping,2025-06-19 19:30:55,14.0
40000558,188,5000,shopping,2025-12-07 19:30:55,35.0
40000559,188,5000,shopping,2025-12-05 19:30:55,35.0
40000560,188,2000,shopping,2025-12-01 19:30:55,14.0
40000561,189,10000,shopping,2025-10-31 19:30:55,70.0
40000562,189,2000,shopping,2025-07-02 19:30:55,14.0
40000563,189,5000,shopping,2026-01-27 19:30:55,35.0
40000564,189,2000,shopping,2026-05-04 19:30:55,14.0
40000565,189,10000,shopping,2025-06-24 19:30:55,70.0
40000566,190,2000,shopping,2026-05-09 19:30:55,14.0
40000567,190,2000,shopping,2025-09-05 19:30:55,14.0
40000568,190,5000,shopping,2025-09-16 19:30:55,35.0
40000569,190,10000,shopping,2026-03-23 19:30:55,70.0
40000570,190,2000,shopping,2026-01-12 19:30:55,14.0
40000571,191,10000,shopping,2025-07-15 19:30:55,70.0
40000572,192,2000,shopping,2026-04-29 19:30:55,14.0
40000573,193,2000,shopping,2025-06-22 19:30:55,14.0
40000574,194,5000,shopping,2025-07-12 19:30:55,35.0
40000575,194,2000,shopping,2025-10-27 19:30:55,14.0
40000576,194,2000,shopping,2026-02-09 19:30:55,14.0
40000577,195,2000,shopping,2025-11-27 19:30:55,14.0
40000578,196,10000,shopping,2025-09-28 19:30:55,70.0
40000579,196,5000,shopping,2025-12-12 19:30:55,35.0
40000580,197,2000,shopping,2025-09-27 19:30:55,14.0
40000581,198,2000,shopping,2025-08-06 19:30:55,14.0
40000582,198,2000,shopping,2025-10-28 19:30:55,14.0
40000583,198,2000,shopping,2025-06-12 19:30:55,14.0
40000584,199,2000,shopping,2025-08-22 19:30:55,14.0
40000585,199,25000,shopping,2025-08-25 19:30:55,175.0
40000586,199,2000,shopping,2026-05-25 19:30:55,14.0
40000587,199,2000,shopping,2026-01-14 19:30:55,14.0
40000588,200,5000,shopping,2025-09-05 19:30:55,35.0
40000589,200,10000,shopping,2025-08-22 19:30:55,70.0
40000590,200,25000,shopping,2026-03-25 19:30:55,175.0
40000591,200,5000,shopping,2025-12-19 19:30:55,35.0
40000592,200,25000,shopping,2025-10-23 19:30:55,175.0
40000593,201,2000,shopping,2026-02-27 19:30:55,14.0
40000594,201,2000,shopping,2026-03-02 19:30:55,14.0
40000595,201,10000,shopping,2026-04-05 19:30:55,70.0
40000596,202,2000,shopping,2025-09-21 19:30:55,14.0
40000597,202,10000,shopping,2026-03-30 19:30:55,70.0
40000598,202,5000,shopping,2026-04-02 19:30:55,35.0
40000599,202,5000,shopping,2025-08-23 19:30:55,35.0
40000600,202,2000,shopping,2025-11-18 19:30:55,14.0
40000601,203,10000,shopping,2026-03-06 19:30:55,70.0
40000602,203,2000,shopping,2025-12-13 19:30:55,14.0
40000603,204,10000,shopping,2026-02-01 19:30:55,70.0
40000604,204,2000,shopping,2025-09-15 19:30:55,14.0
40000605,205,10000,shopping,2026-02-03 19:30:55,70.0
40000606,205,5000,shopping,2025-07-07 19:30:55,35.0
40000607,205,10000,shopping,2025-08-02 19:30:55,70.0
40000608,206,2000,shopping,2026-04-26 19:30:55,14.0
40000609,206,2000,shopping,2025-11-28 19:30:55,14.0
40000610,206,2000,shopping,2025-11-28 19:30:55,14.0
40000611,206,2000,shopping,2025-11-10 19:30:55,14.0
40000612,207,2000,shopping,2025-10-27 19:30:55,14.0
40000613,208,5000,shopping,2026-02-02 19:30:55,35.0
40000614,208,2000,shopping,2025-12-22 19:30:55,14.0
40000615,208,2000,shopping,2025-10-15 19:30:55,14.0
40000616,209,5000,shopping,2025-10-18 19:30:55,35.0
40000617,210,10000,shopping,2025-06-16 19:30:55,70.0
40000618,210,10000,shopping,2026-04-08 19:30:55,70.0
40000619,210,2000,shopping,2025-07-13 19:30:55,14.0
40000620,211,2000,shopping,2026-03-30 19:30:55,14.0
40000621,211,5000,shopping,2026-06-01 19:30:55,35.0
40000622,211,2000,shopping,2025-07-03 19:30:55,14.0
40000623,211,2000,shopping,2026-01-14 19:30:55,14.0
40000624,212,2000,shopping,2025-10-13 19:30:55,14.0
40000625,212,10000,shopping,2025-12-01 19:30:55,70.0
40000626,212,5000,shopping,2025-12-29 19:30:55,35.0
40000627,212,2000,shopping,2026-03-30 19:30:55,14.0
40000628,212,5000,shopping,2025-06-15 19:30:55,35.0
40000629,213,10000,shopping,2025-10-23 19:30:55,70.0
40000630,213,5000,shopping,2025-09-26 19:30:55,35.0
40000631,213,2000,shopping,2025-09-05 19:30:55,14.0
40000632,214,5000,shopping,2026-04-20 19:30:55,35.0
40000633,215,5000,shopping,2026-04-03 19:30:55,35.0
40000634,216,10000,shopping,2026-02-13 19:30:55,70.0
40000635,216,2000,shopping,2025-06-19 19:30:55,14.0
40000636,217,10000,shopping,2025-10-03 19:30:55,70.0
40000637,217,2000,shopping,2025-11-02 19:30:55,14.0
40000638,217,10000,shopping,2025-09-30 19:30:55,70.0
40000639,217,5000,shopping,2026-05-23 19:30:55,35.0
40000640,218,2000,shopping,2026-01-16 19:30:55,14.0
40000641,219,10000,shopping,2025-08-16 19:30:55,70.0
40000642,219,2000,shopping,2025-09-10 19:30:55,14.0
40000643,219,5000,shopping,2025-09-18 19:30:55,35.0
40000644,219,5000,shopping,2025-07-17 19:30:55,35.0
40000645,219,2000,shopping,2025-11-06 19:30:55,14.0
40000646,220,5000,shopping,2026-05-08 19:30:55,35.0
40000647,220,2000,shopping,2025-10-23 19:30:55,14.0
40000648,221,2000,shopping,2025-06-23 19:30:55,14.0
40000649,221,2000,shopping,2025-06-10 19:30:55,14.0
40000650,221,2000,shopping,2025-06-23 19:30:55,14.0
40000651,221,5000,shopping,2025-08-31 19:30:55,35.0
40000652,222,10000,shopping,2026-04-11 19:30:55,70.0
40000653,222,2000,shopping,2025-09-12 19:30:55,14.0
40000654,222,5000,shopping,2026-01-19 19:30:55,35.0
40000655,222,2000,shopping,2025-11-07 19:30:55,14.0
40000656,222,2000,shopping,2025-08-03 19:30:55,14.0
40000657,223,2000,shopping,2025-08-21 19:30:55,14.0
40000658,223,10000,shopping,2025-07-18 19:30:55,70.0
40000659,223,5000,shopping,2025-12-31 19:30:55,35.0
40000660,223,5000,shopping,2025-07-21 19:30:55,35.0
40000661,223,25000,shopping,2025-08-16 19:30:55,175.0
40000662,224,10000,shopping,2025-06-25 19:30:55,70.0
40000663,224,2000,shopping,2025-08-05 19:30:55,14.0
40000664,224,2000,shopping,2025-11-20 19:30:55,14.0
40000665,224,2000,shopping,2025-09-04 19:30:55,14.0
40000666,224,5000,shopping,2025-09-19 19:30:55,35.0
40000667,225,2000,shopping,2025-10-13 19:30:55,14.0
40000668,225,2000,shopping,2026-03-05 19:30:55,14.0
40000669,225,2000,shopping,2026-03-17 19:30:55,14.0
40000670,225,2000,shopping,2026-04-28 19:30:55,14.0
40000671,225,2000,shopping,2026-01-24 19:30:55,14.0
40000672,226,10000,shopping,2025-10-18 19:30:55,70.0
40000673,226,25000,shopping,2025-09-02 19:30:55,175.0
40000674,226,2000,shopping,2026-01-15 19:30:55,14.0
40000675,226,10000,shopping,2026-05-19 19:30:55,70.0
40000676,226,2000,shopping,2025-07-14 19:30:55,14.0
40000677,227,5000,shopping,2025-08-08 19:30:55,35.0
40000678,227,2000,shopping,2025-09-14 19:30:55,14.0
40000679,227,5000,shopping,2026-03-08 19:30:55,35.0
40000680,228,2000,shopping,2025-09-29 19:30:55,14.0
40000681,228,5000,shopping,2025-10-01 19:30:55,35.0
40000682,229,5000,shopping,2026-02-07 19:30:55,35.0
40000683,229,2000,shopping,2026-01-06 19:30:55,14.0
40000684,230,10000,shopping,2025-11-07 19:30:55,70.0
40000685,230,2000,shopping,2025-09-26 19:30:55,14.0
40000686,230,5000,shopping,2025-07-26 19:30:55,35.0
40000687,230,2000,shopping,2026-03-04 19:30:55,14.0
40000688,231,5000,shopping,2025-09-20 19:30:55,35.0
40000689,231,5000,shopping,2025-10-20 19:30:55,35.0
40000690,231,2000,shopping,2025-08-22 19:30:55,14.0
40000691,231,2000,shopping,2025-06-19 19:30:55,14.0
40000692,232,2000,shopping,2026-03-18 19:30:55,14.0
40000693,232,2000,shopping,2026-01-20 19:30:55,14.0
40000694,232,5000,shopping,2026-04-12 19:30:55,35.0
40000695,232,2000,shopping,2025-10-23 19:30:55,14.0
40000696,232,2000,shopping,2026-03-29 19:30:55,14.0
40000697,233,2000,shopping,2026-04-22 19:30:55,14.0
40000698,234,2000,shopping,2026-04-25 19:30:55,14.0
40000699,234,2000,shopping,2026-01-20 19:30:55,14.0
40000700,235,5000,shopping,2026-01-20 19:30:55,35.0
40000701,235,5000,shopping,2025-12-23 19:30:55,35.0
40000702,236,2000,shopping,2026-04-02 19:30:55,14.0
40000703,236,10000,shopping,2026-04-07 19:30:55,70.0
40000704,236,2000,shopping,2025-07-30 19:30:55,14.0
40000705,236,5000,shopping,2026-05-11 19:30:55,35.0
40000706,236,2000,shopping,2025-06-19 19:30:55,14.0
40000707,237,5000,shopping,2025-08-28 19:30:55,35.0
40000708,237,2000,shopping,2025-08-18 19:30:55,14.0
40000709,238,2000,shopping,2025-12-15 19:30:55,14.0
40000710,239,5000,shopping,2025-11-12 19:30:55,35.0
40000711,239,2000,shopping,2026-01-03 19:30:55,14.0
40000712,239,5000,shopping,2025-09-12 19:30:55,35.0
40000713,240,10000,shopping,2025-11-30 19:30:55,70.0
40000714,240,5000,shopping,2025-10-06 19:30:55,35.0
40000715,240,2000,shopping,2025-08-24 19:30:55,14.0
40000716,241,5000,shopping,2025-11-28 19:30:55,35.0
40000717,241,5000,shopping,2025-12-07 19:30:55,35.0
40000718,242,2000,shopping,2025-12-19 19:30:55,14.0
40000719,242,5000,shopping,2025-08-30 19:30:55,35.0
40000720,242,5000,shopping,2026-05-05 19:30:55,35.0
40000721,243,5000,shopping,2026-05-04 19:30:55,35.0
40000722,243,10000,shopping,2025-12-07 19:30:55,70.0
40000723,243,2000,shopping,2025-10-23 19:30:55,14.0
40000724,243,5000,shopping,2026-05-20 19:30:55,35.0
40000725,244,2000,shopping,2026-02-13 19:30:55,14.0
40000726,245,10000,shopping,2025-11-11 19:30:55,70.0
40000727,245,2000,shopping,2026-05-15 19:30:55,14.0
40000728,245,10000,shopping,2026-04-08 19:30:55,70.0
40000729,245,5000,shopping,2025-06-23 19:30:55,35.0
40000730,246,5000,shopping,2025-07-03 19:30:55,35.0
40000731,246,5000,shopping,2025-06-13 19:30:55,35.0
40000732,247,10000,shopping,2025-09-30 19:30:55,70.0
40000733,247,2000,shopping,2025-06-14 19:30:55,14.0
40000734,247,2000,shopping,2025-07-19 19:30:55,14.0
40000735,248,2000,shopping,2025-09-12 19:30:55,14.0
40000736,248,5000,shopping,2025-06-16 19:30:55,35.0
40000737,249,2000,shopping,2026-02-10 19:30:55,14.0
40000738,249,2000,shopping,2025-09-30 19:30:55,14.0
40000739,249,2000,shopping,2026-03-10 19:30:55,14.0
40000740,250,2000,shopping,2025-11-26 19:30:55,14.0
40000741,250,2000,shopping,2026-01-16 19:30:55,14.0
40000742,250,10000,shopping,2025-10-18 19:30:55,70.0
40000743,250,2000,shopping,2025-11-16 19:30:55,14.0
40000744,250,2000,shopping,2025-09-03 19:30:55,14.0
40000745,251,2000,shopping,2026-05-28 19:30:55,14.0
40000746,251,2000,shopping,2025-07-18 19:30:55,14.0
40000747,252,5000,shopping,2025-12-11 19:30:55,35.0
40000748,252,2000,shopping,2025-11-10 19:30:55,14.0
40000749,252,2000,shopping,2025-08-16 19:30:55,14.0
40000750,252,2000,shopping,2025-07-04 19:30:55,14.0
40000751,252,2000,shopping,2025-08-04 19:30:55,14.0
40000752,253,5000,shopping,2026-02-27 19:30:55,35.0
40000753,253,2000,shopping,2025-06-15 19:30:55,14.0
40000754,254,2000,shopping,2025-12-15 19:30:55,14.0
40000755,254,2000,shopping,2026-02-25 19:30:55,14.0
40000756,255,2000,shopping,2025-06-29 19:30:55,14.0
40000757,255,2000,shopping,2026-03-20 19:30:55,14.0
40000758,255,2000,shopping,2025-11-04 19:30:55,14.0
40000759,255,2000,shopping,2026-02-03 19:30:55,14.0
40000760,256,10000,shopping,2026-02-08 19:30:55,70.0
40000761,256,2000,shopping,2026-02-08 19:30:55,14.0
40000762,256,2000,shopping,2026-03-10 19:30:55,14.0
40000763,257,5000,shopping,2026-04-29 19:30:55,35.0
40000764,257,5000,shopping,2025-10-06 19:30:55,35.0
40000765,257,2000,shopping,2025-07-27 19:30:55,14.0
40000766,258,5000,shopping,2026-05-15 19:30:55,35.0
40000767,258,5000,shopping,2025-06-17 19:30:55,35.0
40000768,258,5000,shopping,2025-08-25 19:30:55,35.0
40000769,258,2000,shopping,2025-09-02 19:30:55,14.0
40000770,258,5000,shopping,2025-06-10 19:30:55,35.0
40000771,259,10000,shopping,2026-01-10 19:30:55,70.0
40000772,259,2000,shopping,2026-05-14 19:30:55,14.0
40000773,259,2000,shopping,2026-05-31 19:30:55,14.0
40000774,260,2000,shopping,2026-03-30 19:30:55,14.0
40000775,260,10000,shopping,2025-07-29 19:30:55,70.0
40000776,260,10000,shopping,2026-01-26 19:30:55,70.0
40000777,261,2000,shopping,2026-05-31 19:30:55,14.0
40000778,262,10000,shopping,2026-02-17 19:30:55,70.0
40000779,263,5000,shopping,2025-06-12 19:30:55,35.0
40000780,263,2000,shopping,2025-11-26 19:30:55,14.0
40000781,264,2000,shopping,2026-05-16 19:30:55,14.0
40000782,264,5000,shopping,2025-10-04 19:30:55,35.0
40000783,264,2000,shopping,2026-01-27 19:30:55,14.0
40000784,264,2000,shopping,2026-03-04 19:30:55,14.0
40000785,264,5000,shopping,2026-02-19 19:30:55,35.0
40000786,265,2000,shopping,2025-09-09 19:30:55,14.0
40000787,265,5000,shopping,2025-07-07 19:30:55,35.0
40000788,265,10000,shopping,2025-07-29 19:30:55,70.0
40000789,265,2000,shopping,2025-08-12 19:30:55,14.0
40000790,265,5000,shopping,2025-08-29 19:30:55,35.0
40000791,266,5000,shopping,2025-06-16 19:30:55,35.0
40000792,266,2000,shopping,2025-07-04 19:30:55,14.0
40000793,267,10000,shopping,2026-06-03 19:30:55,70.0
40000794,267,2000,shopping,2026-02-08 19:30:55,14.0
40000795,267,5000,shopping,2026-01-03 19:30:55,35.0
40000796,268,5000,shopping,2026-04-23 19:30:55,35.0
40000797,269,2000,shopping,2025-09-25 19:30:55,14.0
40000798,269,10000,shopping,2025-10-23 19:30:55,70.0
40000799,269,5000,shopping,2025-12-28 19:30:55,35.0
40000800,269,2000,shopping,2025-08-14 19:30:55,14.0
40000801,270,2000,shopping,2026-06-01 19:30:55,14.0
40000802,270,2000,shopping,2025-09-06 19:30:55,14.0
40000803,270,2000,shopping,2025-08-01 19:30:55,14.0
40000804,270,10000,shopping,2026-01-22 19:30:55,70.0
40000805,270,2000,shopping,2026-05-03 19:30:55,14.0
40000806,271,2000,shopping,2026-01-31 19:30:55,14.0
40000807,271,5000,shopping,2025-09-24 19:30:55,35.0
40000808,271,2000,shopping,2025-07-29 19:30:55,14.0
40000809,271,2000,shopping,2025-06-25 19:30:55,14.0
40000810,272,10000,shopping,2026-03-29 19:30:55,70.0
40000811,272,2000,shopping,2025-12-09 19:30:55,14.0
40000812,272,2000,shopping,2025-11-30 19:30:55,14.0
40000813,272,5000,shopping,2025-10-02 19:30:55,35.0
40000814,272,2000,shopping,2025-11-04 19:30:55,14.0
40000815,273,2000,shopping,2025-10-21 19:30:55,14.0
40000816,274,2000,shopping,2025-09-23 19:30:55,14.0
40000817,274,2000,shopping,2025-09-15 19:30:55,14.0
40000818,274,10000,shopping,2025-11-19 19:30:55,70.0
40000819,275,5000,shopping,2026-01-11 19:30:55,35.0
40000820,275,5000,shopping,2026-02-20 19:30:55,35.0
40000821,275,2000,shopping,2025-11-04 19:30:55,14.0
40000822,275,10000,shopping,2026-04-25 19:30:55,70.0
40000823,276,5000,shopping,2026-04-27 19:30:55,35.0
40000824,276,2000,shopping,2026-02-18 19:30:55,14.0
40000825,277,5000,shopping,2026-02-10 19:30:55,35.0
40000826,277,5000,shopping,2026-01-31 19:30:55,35.0
40000827,278,5000,shopping,2026-05-20 19:30:55,35.0
40000828,279,2000,shopping,2025-06-30 19:30:55,14.0
40000829,279,25000,shopping,2026-01-23 19:30:55,175.0
40000830,279,5000,shopping,2026-02-10 19:30:55,35.0
40000831,279,2000,shopping,2025-12-23 19:30:55,14.0
40000832,279,10000,shopping,2026-02-01 19:30:55,70.0
40000833,280,5000,shopping,2025-10-13 19:30:55,35.0
40000834,281,10000,shopping,2026-04-06 19:30:55,70.0
40000835,282,2000,shopping,2026-03-11 19:30:55,14.0
40000836,282,10000,shopping,2025-11-20 19:30:55,70.0
40000837,282,2000,shopping,2026-02-11 19:30:55,14.0
40000838,282,5000,shopping,2025-10-28 19:30:55,35.0
40000839,282,2000,shopping,2026-05-04 19:30:55,14.0
40000840,283,2000,shopping,2026-06-05 19:30:55,14.0
40000841,283,10000,shopping,2026-03-29 19:30:55,70.0
40000842,283,2000,shopping,2026-03-17 19:30:55,14.0
40000843,283,5000,shopping,2026-02-10 19:30:55,35.0
40000844,283,2000,shopping,2025-10-13 19:30:55,14.0
40000845,284,5000,shopping,2026-04-21 19:30:55,35.0
40000846,285,2000,shopping,2026-05-07 19:30:55,14.0
40000847,285,2000,shopping,2025-06-12 19:30:55,14.0
40000848,286,2000,shopping,2025-11-24 19:30:55,14.0
40000849,286,2000,shopping,2025-12-23 19:30:55,14.0
40000850,287,5000,shopping,2026-02-02 19:30:55,35.0
40000851,287,5000,shopping,2026-01-28 19:30:55,35.0
40000852,287,5000,shopping,2025-12-05 19:30:55,35.0
40000853,288,10000,shopping,2026-04-30 19:30:55,70.0
40000854,288,2000,shopping,2026-04-13 19:30:55,14.0
40000855,288,5000,shopping,2026-02-24 19:30:55,35.0
40000856,289,10000,shopping,2025-08-01 19:30:55,70.0
40000857,289,5000,shopping,2025-07-01 19:30:55,35.0
40000858,289,5000,shopping,2025-09-19 19:30:55,35.0
40000859,290,10000,shopping,2025-11-20 19:30:55,70.0
40000860,290,2000,shopping,2026-05-19 19:30:55,14.0
40000861,290,5000,shopping,2026-02-02 19:30:55,35.0
40000862,290,5000,shopping,2025-09-24 19:30:55,35.0
40000863,291,2000,shopping,2025-06-10 19:30:55,14.0
40000864,292,2000,shopping,2025-07-19 19:30:55,14.0
40000865,292,2000,shopping,2025-09-10 19:30:55,14.0
40000866,292,2000,shopping,2026-02-26 19:30:55,14.0
40000867,292,2000,shopping,2025-11-01 19:30:55,14.0
40000868,293,2000,shopping,2025-11-19 19:30:55,14.0
40000869,294,25000,shopping,2026-02-11 19:30:55,175.0
40000870,294,25000,shopping,2025-12-26 19:30:55,175.0
40000871,294,10000,shopping,2026-01-08 19:30:55,70.0
40000872,294,5000,shopping,2026-06-05 19:30:55,35.0
40000873,294,5000,shopping,2025-07-22 19:30:55,35.0
40000874,295,2000,shopping,2025-11-12 19:30:55,14.0
40000875,296,2000,shopping,2026-01-03 19:30:55,14.0
40000876,296,2000,shopping,2026-03-01 19:30:55,14.0
40000877,297,10000,shopping,2026-02-02 19:30:55,70.0
40000878,297,10000,shopping,2025-08-08 19:30:55,70.0
40000879,298,5000,shopping,2025-06-20 19:30:55,35.0
40000880,298,2000,shopping,2025-08-14 19:30:55,14.0
40000881,299,5000,shopping,2025-12-02 19:30:55,35.0
40000882,299,2000,shopping,2025-11-17 19:30:55,14.0
40000883,299,2000,shopping,2025-08-26 19:30:55,14.0
40000884,300,5000,shopping,2026-01-24 19:30:55,35.0
40000885,301,25000,shopping,2025-11-30 19:30:55,175.0
40000886,302,5000,shopping,2025-09-23 19:30:55,35.0
40000887,302,5000,shopping,2025-11-16 19:30:55,35.0
40000888,303,10000,shopping,2026-05-14 19:30:55,70.0
40000889,303,2000,shopping,2026-03-30 19:30:55,14.0
40000890,303,2000,shopping,2025-12-29 19:30:55,14.0
40000891,303,2000,shopping,2026-05-23 19:30:55,14.0
40000892,304,2000,shopping,2026-02-15 19:30:55,14.0
40000893,304,2000,shopping,2025-09-20 19:30:55,14.0
40000894,305,2000,shopping,2026-01-28 19:30:55,14.0
40000895,305,10000,shopping,2026-04-09 19:30:55,70.0
40000896,305,10000,shopping,2025-09-28 19:30:55,70.0
40000897,305,5000,shopping,2025-10-30 19:30:55,35.0
40000898,306,2000,shopping,2025-09-27 19:30:55,14.0
40000899,306,5000,shopping,2025-08-05 19:30:55,35.0
40000900,306,2000,shopping,2025-10-20 19:30:55,14.0
40000901,307,2000,shopping,2025-07-01 19:30:55,14.0
40000902,307,2000,shopping,2026-01-16 19:30:55,14.0
40000903,309,2000,shopping,2026-01-15 19:30:55,14.0
40000904,309,5000,shopping,2026-05-01 19:30:55,35.0
40000905,310,5000,shopping,2025-10-22 19:30:55,35.0
40000906,310,5000,shopping,2026-01-17 19:30:55,35.0
40000907,310,2000,shopping,2026-02-11 19:30:55,14.0
40000908,311,10000,shopping,2025-11-04 19:30:55,70.0
40000909,311,5000,shopping,2025-11-10 19:30:55,35.0
40000910,311,5000,shopping,2025-12-08 19:30:55,35.0
40000911,311,5000,shopping,2025-07-26 19:30:55,35.0
40000912,312,2000,shopping,2025-12-06 19:30:55,14.0
40000913,313,5000,shopping,2025-11-08 19:30:55,35.0
40000914,313,2000,shopping,2025-06-09 19:30:55,14.0
40000915,314,10000,shopping,2025-12-10 19:30:55,70.0
40000916,314,5000,shopping,2025-10-10 19:30:55,35.0
40000917,315,2000,shopping,2025-07-10 19:30:55,14.0
40000918,315,5000,shopping,2026-03-27 19:30:55,35.0
40000919,315,5000,shopping,2025-10-24 19:30:55,35.0
40000920,315,5000,shopping,2026-02-05 19:30:55,35.0
40000921,316,5000,shopping,2025-09-22 19:30:55,35.0
40000922,316,2000,shopping,2026-02-10 19:30:55,14.0
40000923,316,25000,shopping,2025-09-07 19:30:55,175.0
40000924,316,10000,shopping,2025-12-07 19:30:55,70.0
40000925,316,5000,shopping,2025-09-30 19:30:55,35.0
40000926,317,5000,shopping,2025-07-14 19:30:55,35.0
40000927,318,2000,shopping,2025-10-25 19:30:55,14.0
40000928,318,5000,shopping,2026-04-03 19:30:55,35.0
40000929,319,2000,shopping,2026-03-21 19:30:55,14.0
40000930,319,10000,shopping,2025-11-29 19:30:55,70.0
40000931,319,5000,shopping,2026-02-01 19:30:55,35.0
40000932,319,2000,shopping,2026-03-29 19:30:55,14.0
40000933,320,5000,shopping,2026-01-31 19:30:55,35.0
40000934,320,5000,shopping,2026-01-25 19:30:55,35.0
40000935,320,5000,shopping,2026-01-28 19:30:55,35.0
40000936,321,10000,shopping,2025-07-18 19:30:55,70.0
40000937,321,2000,shopping,2025-08-14 19:30:55,14.0
40000938,321,2000,shopping,2025-07-28 19:30:55,14.0
40000939,321,10000,shopping,2026-01-11 19:30:55,70.0
